grid_id,area_km2,distance_to_bell_m,distance_to_bell_km,final_grid_id,poi_total,final_grid_id_cat,catering,life_service,shopping,poi_density,road_length_m,road_density_km_per_km2,intersection_count,mean_intersection_degree,intersection_density_n_per_km2,model_fitted,model_residual
420,0.25,3705.574242423007,3.705574242423007,420.0,146.0,420.0,50.0,48.0,48.0,584.0,4886.352914264453,19.545411657057812,6.0,3.3333333333333335,24.0,656.1050682208995,-72.10506822089951
421,0.25,3003.0713522295687,3.003071352229569,421.0,280.0,421.0,90.0,63.0,127.0,1120.0,4305.687313721299,17.222749254885194,13.0,3.769230769230769,52.0,811.9800678925703,308.01993210742967
422,0.25,3843.007830543725,3.843007830543725,422.0,36.0,422.0,14.0,10.0,12.0,144.0,2990.508389272779,11.962033557091116,5.0,3.0,20.0,595.4531828655641,-451.45318286556414
423,0.25,3412.268067737522,3.412268067737522,423.0,289.0,423.0,98.0,88.0,103.0,1156.0,2523.266587464158,10.093066349856631,7.0,3.2857142857142856,28.0,693.2702492809995,462.72975071900055
424,0.25,2725.936618223954,2.725936618223954,424.0,103.0,424.0,25.0,31.0,47.0,412.0,5219.610075760319,20.878440303041277,12.0,3.8333333333333335,48.0,860.3594597922079,-448.3594597922079
425,0.25,3171.09858977823,3.1710985897782296,425.0,178.0,425.0,36.0,72.0,70.0,712.0,4119.912176400721,16.479648705602884,7.0,3.2857142857142856,28.0,728.5893188267139,-16.589318826713907
428,0.25,4960.512869116109,4.960512869116109,428.0,52.0,428.0,21.0,11.0,20.0,208.0,1781.5733991662908,7.126293596665163,5.0,3.4,20.0,480.4253197885527,-272.4253197885527
429,0.25,4525.654881356653,4.525654881356653,429.0,87.0,429.0,37.0,28.0,22.0,348.0,7500.436997712916,30.001747990851666,22.0,3.4545454545454546,88.0,550.7412497619592,-202.74124976195924
432,0.25,4745.416823068217,4.745416823068217,432.0,300.0,432.0,158.0,78.0,64.0,1200.0,8819.515655632433,35.27806262252973,27.0,3.074074074074074,108.0,472.30165851042756,727.6983414895724
433,0.25,4288.804612609395,4.288804612609395,433.0,7.0,433.0,4.0,3.0,0.0,28.0,3983.8736004692923,15.93549440187717,12.0,3.5833333333333335,48.0,601.0851033632601,-573.0851033632601
556,0.25,4575.070898319628,4.575070898319629,556.0,188.0,556.0,51.0,63.0,74.0,752.0,6305.031717835456,25.220126871341826,13.0,3.230769230769231,52.0,516.298821029271,235.70117897072896
557,0.25,4099.528985765552,4.099528985765551,557.0,5.0,557.0,3.0,2.0,0.0,20.0,5047.896583686204,20.191586334744816,8.0,3.375,32.0,603.4763299102965,-583.4763299102965
558,0.25,4946.584927418382,4.946584927418382,558.0,136.0,558.0,63.0,40.0,33.0,544.0,5368.010155924095,21.47204062369638,9.0,3.2222222222222223,36.0,460.85180159973373,83.14819840026627
559,0.25,3964.6476268546558,3.9646476268546555,559.0,9.0,559.0,7.0,1.0,1.0,36.0,4189.891317810522,16.75956527124209,14.0,3.857142857142857,56.0,681.8458945953382,-645.8458945953382
561,0.25,4454.611837707466,4.454611837707466,561.0,58.0,561.0,16.0,14.0,28.0,232.0,6616.971681481533,26.46788672592613,27.0,3.4814814814814814,108.0,564.4201798459437,-332.4201798459437
562,0.25,4388.149897694449,4.388149897694449,562.0,133.0,562.0,34.0,45.0,54.0,532.0,5854.30341133294,23.417213645331763,26.0,3.230769230769231,104.0,543.6732461700411,-11.673246170041125
563,0.25,4886.81852989806,4.8868185298980595,563.0,170.0,563.0,55.0,59.0,56.0,680.0,3654.601397041583,14.61840558816633,2.0,3.0,8.0,442.58797373955986,237.41202626044014
565,0.25,3889.823094321459,3.889823094321459,565.0,258.0,565.0,91.0,82.0,85.0,1032.0,4871.346577000375,19.485386308001498,16.0,3.8125,64.0,687.3764498251528,344.6235501748472
566,0.25,3630.564981598967,3.6305649815989667,566.0,23.0,566.0,5.0,8.0,10.0,92.0,3141.417643095728,12.565670572382913,5.0,3.0,20.0,626.5652614745998,-534.5652614745998
567,0.25,2994.6884923286752,2.994688492328675,567.0,217.0,567.0,69.0,68.0,80.0,868.0,4579.639151930371,18.318556607721483,13.0,4.076923076923077,52.0,850.6152851866354,17.384714813364553
